,Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
12045,1803,777,FORD,Fusion,Sedan,Yes,Petrol,2.5,83213 ,4.0,Automatic,Front,Left wheel,Orange,12,10
12046,21953,779,TOYOTA,Camry,Sedan,No,Petrol,2.5,140328 ,4.0,Automatic,Front,Left wheel,Grey,0,11
12048,18817,0,TOYOTA,Prius,Sedan,Yes,LPG,1.8,145000 ,4.0,Automatic,Front,Left wheel,White,6,14
12049,14113,0,TOYOTA,Aqua,Sedan,Yes,Hybrid,1.5,147000 ,4.0,Variator,Front,Right-hand drive,White,0,12
12050,18346,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,76519 ,4.0,Automatic,Front,Left wheel,White,4,13
12051,25597,769,CHEVROLET,Captiva,Jeep,Yes,Diesel,2.2,88565 ,4.0,Automatic,Front,Left wheel,Grey,4,13
12052,39458,900,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,120000 ,4.0,Automatic,Front,Left wheel,Brown,4,9
12054,13799,1296,NISSAN,Rogue,Sedan,Yes,Petrol,2.4,195200 ,4.0,Automatic,4x4,Left wheel,Silver,16,16
12055,188,259,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,140461 ,4.0,Automatic,Front,Left wheel,Red,12,10
12056,3293,761,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,0 ,4.0,Automatic,Front,Left wheel,White,12,14
12057,10349,777,SUBARU,Outback,Jeep,No,Petrol,2.5,169000 ,4.0,Tiptronic,4x4,Left wheel,Grey,10,10
12059,314,707,SUZUKI,SX4,Sedan,Yes,Petrol,2.0,151357 ,4.0,Automatic,Front,Left wheel,White,0,13
12062,23104,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,100702 ,4.0,Automatic,Front,Left wheel,Silver,4,8
12063,18189,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,174000 ,4.0,Variator,Front,Left wheel,White,8,14
12064,9408,0,VOLKSWAGEN,Golf,Hatchback,No,Petrol,2.0,195000 ,4.0,Tiptronic,Front,Left wheel,Silver,6,19
12066,18240,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,100230 ,4.0,Automatic,Front,Left wheel,Black,4,14
12067,1019,1017,AUDI,A4,Sedan,Yes,Petrol,2.0,110051 ,4.0,Automatic,4x4,Left wheel,Grey,0,7
12068,7840,0,MAZDA,Mazda 3,Sedan,No,Petrol,2.0,125000 ,4.0,Tiptronic,Front,Left wheel,Silver,12,12
12070,10349,0,TOYOTA,Prius,Hatchback,No,Petrol,1.5,220000 ,4.0,Variator,Front,Left wheel,Grey,12,18
12074,392,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,267165 ,4.0,Automatic,Front,Left wheel,White,12,14
12077,39085,730,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,79286 ,4.0,Automatic,Front,Left wheel,Blue,4,8
12078,24085,503,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,42796 ,4.0,Automatic,Front,Left wheel,Red,4,12
12079,8674,364,CHEVROLET,Spark,Hatchback,Yes,Petrol,1.0,50261 ,4.0,Automatic,Front,Left wheel,White,4,12
12080,10976,893,OPEL,Astra,Hatchback,Yes,Petrol,1.6,200000 ,4.0,Tiptronic,Front,Left wheel,Black,6,16
12083,314,1077,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,47253 ,4.0,Automatic,Front,Left wheel,Black,12,5
12084,251,607,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,39552 ,4.0,Automatic,Front,Left wheel,Black,12,5
12087,16621,0,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,66000 ,4.0,Tiptronic,Front,Left wheel,Carnelian red,0,10
12091,31988,1079,MITSUBISHI,Outlander,Jeep,No,Petrol,2.0,14000 ,4.0,Automatic,Front,Left wheel,Blue,10,6
12093,23207,831,NISSAN,Juke,Jeep,No,Petrol,1.6,54000 ,4.0,Tiptronic,Front,Left wheel,Black,10,7
12094,4861,781,SUBARU,Forester,Jeep,Yes,Petrol,2.5,260133 ,4.0,Automatic,4x4,Left wheel,Silver,0,12
12095,22357,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,160114 ,4.0,Automatic,Front,Left wheel,Grey,4,14
12096,35846,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,143629 ,4.0,Automatic,Front,Left wheel,Black,4,7
12097,22580,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,50930 ,4.0,Automatic,Rear,Left wheel,Black,12,7
12098,21953,0,HONDA,FIT ex,Sedan,Yes,Petrol,1.5,55000 ,4.0,Tiptronic,Front,Left wheel,Carnelian red,4,8
12100,15367,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,509362 ,4.0,Automatic,Front,Left wheel,Silver,4,9
12102,13485,753,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,108000 ,4.0,Automatic,Front,Left wheel,Blue,8,12
12104,17562,751,HYUNDAI,Sonata,Sedan,No,Hybrid,2.4,162000 ,4.0,Tiptronic,Front,Left wheel,Black,12,11
12109,17876,0,VOLKSWAGEN,Jetta,Sedan,Yes,Hybrid,1.4,115200 ,4.0,Tiptronic,Front,Left wheel,Grey,0,11
12110,4077,761,TOYOTA,Corolla,Sedan,Yes,Petrol,1.8,232507 ,4.0,Automatic,Front,Left wheel,Grey,0,14
12111,20385,528,NISSAN,Juke,Jeep,No,Petrol,1.6,79000 ,4.0,Automatic,Front,Left wheel,Red,8,10
12112,39226,1017,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,98273 ,4.0,Automatic,Front,Left wheel,Grey,4,7
12115,11704,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,180093 ,4.0,Automatic,Front,Left wheel,Black,4,14
12116,3763,531,NISSAN,Juke,Jeep,Yes,Petrol,1.6,173576 ,4.0,Automatic,4x4,Left wheel,Red,0,12
12118,18817,751,KIA,Optima,Sedan,No,Hybrid,2.4,87000 ,4.0,Automatic,Front,Left wheel,Black,10,11
12119,862,259,CHEVROLET,Volt,Jeep,Yes,Hybrid,1.4,133195 ,4.0,Automatic,Front,Left wheel,Black,0,10
12120,11290,0,TOYOTA,VOXY,Minivan,No,Petrol,2.0,186000 ,4.0,Automatic,Front,Right-hand drive,White,6,20
12121,4077,308,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,173605 ,4.0,Automatic,Front,Left wheel,Grey,12,10
12122,15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,236958 ,4.0,Automatic,Front,Left wheel,White,4,8
12123,33870,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,50031 ,4.0,Automatic,Front,Left wheel,White,4,9
12126,21655,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,113545 ,4.0,Automatic,Front,Left wheel,Silver,4,13
12127,11917,1246,FORD,Escape,Jeep,No,Hybrid,2.3,164470 ,4.0,Automatic,4x4,Left wheel,Green,8,16
12128,3136,585,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,286043 ,4.0,Automatic,Front,Left wheel,Black,12,11
12130,19444,900,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,51000 ,4.0,Tiptronic,Front,Left wheel,Brown,12,9
12131,9722,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,413499 ,4.0,Automatic,Front,Left wheel,Orange,4,9
12132,13978,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,51865 ,4.0,Automatic,Front,Left wheel,Silver,4,9
12135,314,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,225510 ,4.0,Automatic,Front,Left wheel,White,12,11
12137,17158,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,166288 ,4.0,Automatic,Front,Left wheel,White,4,13
12139,12388,0,HONDA,FIT,Hatchback,No,Hybrid,1.3,182300 ,4.0,Automatic,Front,Right-hand drive,Silver,6,11
12140,13485,934,FORD,Fusion,Sedan,No,Petrol,2.5,122395 ,4.0,Automatic,Front,Left wheel,Grey,0,9
12144,22266,0,SUBARU,Forester,Jeep,Yes,Petrol,2.5,170000 ,4.0,Automatic,4x4,Left wheel,Silver,8,13
12145,10036,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,458442 ,4.0,Automatic,Front,Left wheel,Orange,4,8
12148,13777,836,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,65594 ,4.0,Automatic,Front,Left wheel,Grey,4,14
12149,18503,585,TOYOTA,Prius V,Universal,Yes,Petrol,1.8,267200 ,4.0,Variator,Front,Left wheel,White,0,11
12150,29489,640,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,210768 ,4.0,Automatic,Front,Left wheel,Silver,4,11
12154,7683,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,90178 ,4.0,Automatic,Front,Left wheel,Silver,4,11
12155,11133,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,179381 ,4.0,Automatic,Front,Left wheel,Black,12,10
12157,2038,779,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.5,200338 ,4.0,Automatic,Front,Left wheel,Grey,12,11
12158,15367,779,SUBARU,Forester,Jeep,No,Petrol,2.5,98000 ,4.0,Manual,4x4,Left wheel,Grey,6,11
12159,2587,1079,TOYOTA,CHR,Jeep,Yes,Petrol,2.0,16213 ,4.0,Automatic,Front,Left wheel,Grey,12,6
12160,12544,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,176000 ,4.0,Tiptronic,Front,Left wheel,Black,12,11
12165,40092,831,SSANGYONG,Actyon,Jeep,Yes,Diesel,1.6,33507 ,4.0,Automatic,Front,Left wheel,White,4,7
12167,15681,765,VOLKSWAGEN,Jetta,Sedan,No,Petrol,2.0,103000 ,4.0,Tiptronic,Front,Left wheel,White,8,9
12168,4077,1079,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,46686 ,4.0,Automatic,Front,Left wheel,Silver,12,6
12170,23722,271,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,41500 ,4.0,Automatic,Front,Left wheel,Blue,4,10
12171,31581,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,175342 ,4.0,Automatic,Front,Left wheel,Grey,4,10
12172,14113,638,KIA,Optima,Sedan,Yes,Petrol,2.0,45504 ,4.0,Automatic,Front,Left wheel,Black,4,10
12173,18817,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,205248 ,4.0,Automatic,Front,Left wheel,Black,0,12
12177,8467,0,NISSAN,Tiida,Hatchback,No,Petrol,1.5,170000 ,4.0,Automatic,Front,Right-hand drive,Golden,4,16
12178,11290,0,HONDA,FIT,Hatchback,No,Hybrid,1.3,120000 ,4.0,Automatic,Front,Right-hand drive,Red,10,13
12179,5645,1079,HYUNDAI,Elantra,Sedan,Yes,Petrol,2.0,31470 ,4.0,Automatic,Front,Left wheel,White,12,6
12180,7370,810,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,215032 ,4.0,Automatic,Front,Left wheel,Brown,12,8
12184,1882,749,KIA,Optima,Sedan,Yes,Petrol,2.4,206211 ,4.0,Automatic,Front,Left wheel,Blue,12,10
12187,13589,1347,HYUNDAI,H1,Universal,Yes,Diesel,2.5,234278 ,4.0,Automatic,Front,Left wheel,Yellow,4,16
12188,784,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397 ,4.0,Automatic,Front,Left wheel,Black,12,10
12189,7213,0,NISSAN,Note,Hatchback,No,Petrol,1.5,150000 ,4.0,Automatic,Front,Right-hand drive,White,4,19
12190,5331,585,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,174043 ,4.0,Automatic,Front,Left wheel,White,0,11
12192,7370,640,KIA,Optima,Sedan,Yes,Petrol,2.0,65920 ,4.0,Automatic,Front,Left wheel,Silver,4,11
12196,12849,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,113861 ,4.0,Automatic,Front,Left wheel,Silver,4,14
12198,470,753,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,202864 ,4.0,Automatic,Front,Left wheel,Blue,0,12
12199,17876,639,HYUNDAI,Elantra gt,Hatchback,Yes,Petrol,2.0,104000 ,4.0,Automatic,Front,Left wheel,Red,8,10
12200,11917,1195,FORD,Transit,Universal,No,Diesel,2.2,172323 ,4.0,Manual,Front,Left wheel,White,2,16
12201,34497,456,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,89000 ,4.0,Automatic,Front,Left wheel,White,12,9
12202,16010,836,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,217346 ,4.0,Automatic,Front,Left wheel,Black,4,14
12203,18500,707,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,168315 ,4.0,Automatic,Front,Left wheel,Black,4,13
12207,11604,639,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,336971 ,4.0,Automatic,Front,Left wheel,Silver,4,10
12208,16935,765,FORD,Fusion,Sedan,Yes,Petrol,2.0,71454 ,4.0,Automatic,Front,Left wheel,Black,0,9
12209,21639,640,MITSUBISHI,Outlander sport,Jeep,No,Petrol,2.0,72000 ,4.0,Tiptronic,4x4,Left wheel,Black,12,11
12211,10036,0,TOYOTA,Prius,Sedan,No,Hybrid,1.5,197000 ,4.0,Automatic,Front,Left wheel,Silver,8,19
12212,25387,595,HONDA,FIT,Hatchback,Yes,Petrol,1.5,73225 ,4.0,Automatic,Front,Left wheel,Silver,4,9
12213,10976,1267,HONDA,FIT,Hatchback,No,Hybrid,1.5,109000 ,4.0,Automatic,Front,Right-hand drive,Blue,8,11
12215,16935,1017,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,275721 ,4.0,Automatic,Front,Left wheel,White,4,7
12217,4704,749,HYUNDAI,Santa FE,Jeep,Yes,Petrol,2.4,306288 ,4.0,Automatic,Front,Left wheel,Red,12,10
12218,470,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,149048 ,4.0,Automatic,Front,Left wheel,White,0,9
12221,11848,790,CHEVROLET,Lacetti,Sedan,Yes,Petrol,1.6,87250 ,4.0,Automatic,Front,Left wheel,Grey,4,15
12223,15681,1185,MERCURY,Mariner Hybrid,Jeep,Yes,Hybrid,2.5,155798 ,4.0,Automatic,Front,Left wheel,Black,12,15
12225,2666,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,100747 ,4.0,Automatic,Front,Left wheel,Green,0,9
12226,29793,0,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,371500 ,4.0,Manual,4x4,Left wheel,White,2,20
12228,19444,831,HONDA,Cr-v,Jeep,Yes,Petrol,2.4,180000 ,4.0,Automatic,4x4,Left wheel,Blue,6,13
12229,1333,1249,NISSAN,Rogue,Jeep,Yes,Petrol,2.5,77901 ,4.0,Automatic,Front,Left wheel,Black,12,7
12230,188,1185,FORD,Escape,Jeep,Yes,Hybrid,2.5,196682 ,4.0,Automatic,Front,Left wheel,Black,0,15
12235,706,639,AUDI,A4,Sedan,Yes,Petrol,2.0,162032 ,4.0,Automatic,Front,Left wheel,Black,0,10
12236,12858,629,NISSAN,Juke,Jeep,No,Petrol,1.6,123200 ,4.0,Tiptronic,Front,Left wheel,Blue,0,9
12237,34497,0,MERCEDES-BENZ,Vito long115,Minivan,No,Diesel,2.2,160000 ,4.0,Tiptronic,Rear,Left wheel,Green,6,15
12239,11415,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,286046 ,4.0,Automatic,Front,Left wheel,Silver,4,9
12241,13172,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,475406 ,4.0,Automatic,Front,Left wheel,Orange,4,8
12245,10976,0,AUDI,A4,Sedan,Yes,Petrol,2.0,224823 ,4.0,Tiptronic,4x4,Left wheel,White,0,17
12246,7997,761,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,153795 ,4.0,Variator,Front,Left wheel,Grey,10,14
12247,10976,0,TOYOTA,VOXY 2003,Minivan,No,Petrol,2.0,195000 ,4.0,Automatic,Front,Right-hand drive,Silver,1,21
12250,18000,399,HONDA,Shuttle,Hatchback,No,Hybrid,1.5,9000 ,4.0,Automatic,4x4,Left wheel,Silver,6,5
12251,188,1091,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,61098 ,4.0,Automatic,Front,Left wheel,Black,12,8
12254,5018,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,190549 ,4.0,Automatic,Front,Left wheel,Black,12,11
12255,9408,0,HONDA,FIT,Hatchback,No,Petrol,1.5,150000 ,4.0,Manual,Front,Right-hand drive,Silver,2,18
12256,12231,0,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,187000 ,4.0,Automatic,Front,Left wheel,Grey,6,15
12257,15210,1141,TOYOTA,Camry,Sedan,Yes,Hybrid,2.4,24817 ,4.0,Automatic,Front,Left wheel,Silver,12,15
12260,24462,769,MERCEDES-BENZ,Vito 113,Microbus,No,Diesel,2.2,260000 ,4.0,Manual,Rear,Left wheel,White,8,13
12261,17876,697,HYUNDAI,Elantra,Hatchback,No,Petrol,1.8,62000 ,4.0,Tiptronic,Front,Left wheel,Black,6,9
12262,15681,0,RENAULT,Megane,Goods wagon,No,Diesel,1.5,210000 ,4.0,Manual,Front,Left wheel,White,8,13
12263,17126,707,SSANGYONG,Actyon,Sedan,Yes,Diesel,2.0,189966 ,4.0,Automatic,Front,Left wheel,White,4,13
12264,19444,0,SUBARU,Forester,Jeep,No,LPG,2.5,189600 ,4.0,Tiptronic,4x4,Left wheel,Carnelian red,8,15
12265,15530,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,246040 ,4.0,Automatic,Front,Left wheel,Silver,4,8
12267,15053,639,VOLKSWAGEN,Jetta TDI,Sedan,No,Diesel,2.0,185000 ,4.0,Automatic,Front,Left wheel,White,6,10
12269,21181,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,92866 ,4.0,Automatic,Front,Left wheel,Silver,4,12
12270,6429,961,CHEVROLET,Cruze,Sedan,Yes,Diesel,2.0,66287 ,4.0,Automatic,Front,Left wheel,Black,4,15
12271,15612,966,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,137851 ,4.0,Automatic,Front,Left wheel,Black,4,15
12273,10976,988,TOYOTA,Prius,Sedan,No,Hybrid,1.5,0 ,4.0,Variator,Front,Left wheel,Silver,10,17
12274,24433,777,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,128000 ,4.0,Automatic,Front,Left wheel,Grey,4,10
12275,14113,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,89000 ,4.0,Tiptronic,Front,Left wheel,Silver,8,11
12277,9408,645,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,318400 ,4.0,Automatic,Front,Left wheel,White,8,13
12278,22580,0,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,149145 ,4.0,Tiptronic,Front,Left wheel,White,10,11
12279,3450,431,LINCOLN,MKZ,Sedan,Yes,Hybrid,2.0,234592 ,4.0,Automatic,Front,Left wheel,Black,12,8
12280,18817,0,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,120000 ,4.0,Automatic,Front,Left wheel,Grey,6,12
12281,25810,836,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,132000 ,4.0,Automatic,Front,Left wheel,White,4,14
12285,22166,503,TOYOTA,Aqua,Hatchback,Yes,Hybrid,1.5,91000 ,4.0,Automatic,Front,Left wheel,Yellow,4,12
12286,34240,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,117436 ,4.0,Automatic,Front,Left wheel,White,4,10
12287,8311,891,MERCEDES-BENZ,GLA 250,Jeep,Yes,Petrol,2.0,109555 ,4.0,Automatic,Front,Left wheel,White,0,8
12290,15200,0,VOLKSWAGEN,CC,Sedan,Yes,Petrol,2.0,177000 ,4.0,Tiptronic,Front,Left wheel,Silver,8,14
12293,11290,0,TOYOTA,Corolla,Sedan,No,Petrol,1.4,211000 ,4.0,Manual,Front,Left wheel,Black,6,17
12294,94,441,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,261928 ,4.0,Automatic,Front,Left wheel,Black,0,9
12295,26343,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,132000 ,4.0,Tiptronic,Front,Left wheel,Silver,12,10
12296,32954,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,195861 ,4.0,Automatic,Front,Left wheel,White,4,10
12297,627,831,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.4,489821 ,4.0,Automatic,Front,Left wheel,Silver,12,13
12301,17249,503,TOYOTA,Prius C,Hatchback,No,Hybrid,1.5,75000 ,4.0,Automatic,Front,Left wheel,White,8,12
12305,19657,781,HYUNDAI,H1,Universal,Yes,Diesel,2.5,236332 ,4.0,Automatic,Front,Left wheel,Silver,4,12
12306,27924,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,53000 ,4.0,Automatic,Front,Left wheel,White,4,6
12307,4704,0,VOLKSWAGEN,Golf,Sedan,No,Petrol,2.0,225600 ,4.0,Manual,Front,Left wheel,Silver,8,20
12308,13877,585,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,125874 ,4.0,Automatic,Front,Left wheel,White,4,11
12309,8467,0,TOYOTA,Vitz,Sedan,No,Petrol,1.0,170000 ,4.0,Automatic,Front,Right-hand drive,Blue,4,18
12310,13768,862,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,53440 ,4.0,Automatic,Front,Left wheel,Silver,4,13
12313,8467,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,541854 ,4.0,Automatic,Front,Left wheel,Orange,4,9
12314,23521,0,CHEVROLET,Volt,Hatchback,Yes,Plug-in Hybrid,1.4,102000 ,4.0,Variator,Front,Left wheel,Red,12,11
12315,22502,447,HONDA,FIT,Hatchback,Yes,Petrol,1.3,107300 ,4.0,Automatic,Front,Left wheel,White,4,11
12317,392,836,KIA,Avella,Sedan,Yes,Petrol,2.0,271776 ,4.0,Automatic,Front,Left wheel,Grey,12,14
12318,23505,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,31169 ,4.0,Automatic,Front,Left wheel,White,4,10
12322,24600,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,214420 ,4.0,Automatic,Front,Left wheel,White,4,9
12323,25716,697,VOLKSWAGEN,Passat se,Sedan,Yes,Petrol,1.8,43000 ,4.0,Tiptronic,Front,Left wheel,White,6,9
12324,7370,364,CHEVROLET,Spark,Minivan,Yes,Petrol,1.0,48143 ,4.0,Automatic,Front,Left wheel,Silver,4,11
12325,21639,781,TOYOTA,RAV 4,Jeep,No,Petrol,2.5,58000 ,4.0,Automatic,4x4,Left wheel,Black,12,12
12326,17876,0,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,161000 ,4.0,Variator,Front,Left wheel,Sky blue,6,12
12328,6586,1282,KIA,Sportage,Jeep,Yes,Diesel,2.0,82944 ,4.0,Automatic,Front,Left wheel,Silver,4,17
12330,14000,501,TOYOTA,Ractis,Hatchback,No,Petrol,1.5,34000 ,4.0,Automatic,Front,Left wheel,Black,2,10
12332,14426,629,HYUNDAI,Accent,Hatchback,Yes,Diesel,1.6,36871 ,4.0,Automatic,Front,Left wheel,Grey,4,9
12334,16935,0,MERCEDES-BENZ,E 200,Sedan,Yes,Diesel,2.2,333444 ,4.0,Tiptronic,Rear,Left wheel,Beige,8,17
12336,13799,0,SATURN,Vue,Jeep,No,Hybrid,2.4,100000 ,4.0,Automatic,Front,Left wheel,Blue,0,16
12337,16766,1024,HYUNDAI,H1,Universal,Yes,Diesel,2.5,213696 ,4.0,Automatic,Front,Left wheel,Grey,4,14
12345,12544,645,TOYOTA,Prius,Sedan,No,Hybrid,1.8,20000 ,4.0,Automatic,Front,Left wheel,Blue,12,13
12347,26030,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,52062 ,4.0,Automatic,Front,Left wheel,Blue,0,7
12348,784,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,102397 ,4.0,Automatic,Front,Left wheel,Black,12,10
12349,13630,966,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,104157 ,4.0,Automatic,Front,Left wheel,Grey,4,15
12350,188,382,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.5,125358 ,4.0,Automatic,Front,Left wheel,Grey,0,7
12351,8467,0,SUBARU,Outback,Universal,No,Petrol,2.5,163000 ,4.0,Tiptronic,4x4,Right-hand drive,Silver,2,20
12354,19707,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,76462 ,4.0,Automatic,Front,Left wheel,Grey,4,13
12355,16894,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,195921 ,4.0,Automatic,Front,Left wheel,Black,4,14
12357,16308,0,FORD,Fusion,Sedan,Yes,Hybrid,2.5,250000 ,4.0,Variator,Front,Left wheel,Black,8,14
12358,23521,0,TOYOTA,Camry,Sedan,No,Petrol,2.5,102000 ,4.0,Tiptronic,Front,Left wheel,White,0,12
12359,862,779,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.5,228285 ,4.0,Automatic,Front,Left wheel,White,12,11
12360,706,639,MERCEDES-BENZ,CLA 250,Sedan,Yes,Petrol,2.0,62976 ,4.0,Automatic,Front,Left wheel,Silver,12,10
12361,6272,697,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,1.8,63792 ,4.0,Automatic,Front,Left wheel,Black,12,9
12363,7213,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,68111 ,4.0,Automatic,Front,Left wheel,Blue,4,15
12366,20005,642,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,122050 ,4.0,Automatic,Front,Left wheel,Black,4,12
12367,26949,527,HONDA,FIT,Universal,Yes,Petrol,1.3,50927 ,4.0,Automatic,Front,Left wheel,Blue,4,9
12371,15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,284189 ,4.0,Automatic,Front,Left wheel,Silver,4,8
12374,18450,1024,HYUNDAI,H1,Universal,Yes,Diesel,2.5,126760 ,4.0,Automatic,Front,Left wheel,Silver,4,14
12375,314,629,FORD,Fiesta,Sedan,Yes,Petrol,1.6,0 ,4.0,Automatic,Front,Left wheel,Silver,12,9
12376,23207,707,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,144096 ,4.0,Automatic,Front,Left wheel,Silver,4,13
12377,8781,900,HONDA,Accord,Sedan,Yes,Petrol,2.4,129779 ,4.0,Automatic,Front,Left wheel,Black,12,9
12378,706,1091,FORD,Fusion,Sedan,Yes,Petrol,2.5,135810 ,4.0,Automatic,Front,Left wheel,Grey,12,8
12380,13172,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,358526 ,4.0,Automatic,Front,Left wheel,Orange,4,8
12381,27441,831,MITSUBISHI,Eclipse ES,Jeep,No,Petrol,1.5,17123 ,4.0,Automatic,4x4,Left wheel,Silver,8,6
12382,549,781,SUBARU,Forester,Jeep,Yes,Petrol,2.5,148213 ,4.0,Automatic,4x4,Left wheel,Blue,0,12
12383,23521,777,TOYOTA,Camry,Sedan,Yes,Petrol,2.5,118400 ,4.0,Tiptronic,Front,Left wheel,Grey,8,10
12384,20698,530,FORD,Fusion 1.6,Sedan,Yes,Petrol,1.6,249600 ,4.0,Tiptronic,Front,Left wheel,Black,10,11
12386,13366,836,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,104727 ,4.0,Automatic,Front,Left wheel,Black,4,14
12391,38251,640,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,152859 ,4.0,Automatic,Front,Left wheel,White,4,11
